build_desc,aff_points,demo_points,destro_points,improved_life_tap,suppression,improved_corruption,malediction,soul_harvesting,improved_drains,improved_bane_of_agony,fel_concentration,amplify_curse,pandemic,malevolence,nightfall,curse_of_exhaustion,siphon_life,soul_siphon,shadow_mastery,wrack,improved_health_funnel,improved_imp,demonic_embrace,unholy_power,demonic_aegis,improved_voidwalker,fel_vitality,demonic_energies,improved_sayaad,demonic_sacrifice,master_summoner,decimation,fel_domination,demonic_brand,improved_felhunter,soul_link,demonic_knowledge,master_demonologist,demonic_pact,destructive_reach,improved_shadow_bolt,bane,molten_skin,cataclysm,aftermath,ruin,shadowburn,intensity,agonizing_flames,conflagrate,pyroclasm,bane_of_havoc,fire_and_brimstone,shadow_and_flame,incinerate,race_id,fight_duration,spell_power,shadow_power,fire_power,spell_hit_percent,spell_crit_percent,spell_haste_percent,intellect,spirit,stamina,max_mana,target_level,target_shadow_res,target_fire_res,curse_of_shadows,curse_of_elements,demon_setup,rotation_id,maintain_immolate,dps,dps_std,isb_uptime_percent,avg_life_taps,avg_mana_spent,avg_mana_gained
DS/AF,6,13,32,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,2,5,5,0,2,2,4,1,0,3,1,0,0,2,5,0,2,269.134,912.429,127.368,94.4149,10.8032,38.2407,22.8048,210.165,255.004,409.799,4545.47,60,38.6933,112.849,0,1,3,0,1,1065,39.7317,61.4458,38,41122.2,34697.2
Shadow and Flame Fire 2,11,9,31,2,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,1,3,124.534,981.598,184.982,112.64,2.95515,27.5405,24.957,240.969,127.157,194.675,5007.53,63,78.1121,91.4517,0,1,2,10,1,1035.98,50.3817,0,18,21362.9,15305.8
random_valid_51,28,20,3,1,4,5,3,0,3,1,3,1,3,1,1,1,0,1,0,0,2,2,3,5,1,0,1,2,0,1,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142.823,329.352,94.8717,18.4801,4.00816,32.3971,11.6295,122.355,261.107,527.108,3228.32,60,112.545,73.4402,0,0,3,0,0,402.752,23.1637,0,16,18468.5,14862.7
random_valid_51,18,21,12,2,3,2,3,2,2,1,1,1,0,0,1,0,0,0,0,0,2,2,2,3,1,3,3,1,1,1,1,1,0,0,0,0,0,0,0,2,4,2,0,3,1,0,0,0,0,0,0,0,0,0,0,3,33.6907,463.344,176.373,95.2151,12.1111,12.5759,8.64948,391.05,260.706,323.509,7258.75,60,84.8194,34.823,1,0,3,0,0,539.363,47.5945,43.1137,0,4342.38,24
Deep Affliction Imp,34,6,11,1,5,5,1,0,3,0,0,0,2,5,2,0,1,3,5,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,96.3795,710.988,141.9,188.699,5.55477,54.0296,15.7546,104.583,251.804,309.808,2961.74,63,54.7986,63.7755,0,0,2,16,0,881.624,48.4406,22.4168,5.245,8241.1,4805.86
random_valid_51,4,32,15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,2,3,3,2,2,1,1,0,0,3,2,1,0,0,0,2,4,1,1,3,2,1,1,0,0,0,0,0,0,0,0,4,122.791,566.687,57.0389,47.4864,12.8977,15.2851,18.6205,455.912,212.557,278.691,8301.67,60,83.8483,14.6278,0,1,2,0,0,574.855,25.3163,52.8683,9,16835.3,7833.42
Deep Affliction Imp,35,5,11,2,5,5,0,1,2,0,0,1,3,5,2,0,1,2,5,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,50.5548,1055.28,132.6,163.668,1.07132,13.2802,20.3682,499.65,177.775,312.427,8887.75,60,71.655,110.248,1,0,1,16,0,946.486,50.4594,10.8706,0,4848.24,40
DS/AF,6,12,33,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,0,2,2,5,0,0,3,1,0,0,3,5,0,3,70.8673,1215.31,113.139,24.7175,6.38489,18.7968,33.8101,128.75,290.862,193.669,3324.25,60,90.6324,40.8964,0,0,3,0,1,1176.67,96.0167,52.9405,8.005,11590.5,7003.24
random_valid_51,8,31,12,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,1,1,2,2,3,1,2,1,1,1,0,0,2,1,0,2,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,207.244,906.042,184.706,143.721,12.4911,44.9914,4.16054,310.464,320.479,360.945,6049.97,60,43.0965,107.756,1,1,3,0,0,974.645,31.1999,85.4792,17.09,26501.9,18384.9
random_valid_51,15,29,7,2,2,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,2,2,5,2,3,2,2,0,1,2,2,1,2,1,0,1,0,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,94.3022,967.116,169.084,16.4142,16.5777,19.5692,1.89002,340.001,115.927,436.844,6493.01,63,20.9138,20.1302,1,0,3,0,0,793.416,41.5181,52.6058,6,11369.2,4996.28
Fire Destro+Suppression,9,11,31,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,1,1,146.243,1086.34,61.8247,93.7199,7.21149,41.8242,34.4109,407.978,326.693,429.447,7512.68,60,91.5571,46.6932,1,0,4,10,1,1284.9,47.6154,0,18,26635.5,16220.5
random_valid_51,20,19,12,2,3,2,3,2,2,0,2,1,2,0,1,0,0,0,0,0,2,2,2,4,2,0,3,2,0,1,1,0,0,0,0,0,0,0,0,2,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,3,256.152,624.83,103.046,184.754,13.5222,44.258,7.14954,416.078,292.034,450.114,7634.17,61,109.245,110.383,0,1,3,0,0,685.923,25.0935,92.1586,24,35435.8,25232.2
random_valid_51,15,26,10,2,2,5,1,1,2,1,0,0,1,0,0,0,0,0,0,0,2,3,1,5,2,2,3,0,2,1,2,0,1,1,0,0,1,0,0,1,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,184.091,705.069,107.38,104.274,2.76207,48.429,24.9652,274.996,85.2435,494.725,5517.94,62,11.7458,118.947,0,1,2,0,0,820.916,25.1667,89.9306,23.01,26386.9,18236.6
random_valid_51,13,34,4,2,4,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,3,5,5,2,2,3,2,3,0,2,1,0,1,2,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,123.272,553.827,167.339,126.58,1.27121,45.375,21.9844,430.192,73.1587,512.789,7845.88,62,2.45237,91.0549,1,1,1,3,0,723.702,28.1595,87.7438,11.02,16994.7,8693.7
random_valid_51,18,18,15,2,3,1,4,2,2,1,3,0,0,0,0,0,0,0,0,0,2,3,3,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,3,31.4832,1193.45,105.637,64.9316,0.606159,41.1223,20.9923,381.698,120.944,447.9,7118.48,60,101.057,6.69132,0,0,3,0,0,1034.89,81.0674,70.2623,0,4653.12,24
random_valid_51,15,17,19,2,2,2,5,1,2,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,2,3,5,0,2,3,4,0,0,0,0,0,0,0,0,0,0,174.833,1363.39,127.648,188.843,15.6478,53.0307,4.84907,158.465,105.167,501.641,3769.98,61,89.3468,17.518,0,0,2,0,0,1246.64,53.3301,90.3565,21.775,22504,17778.1
Shadow and Flame Shadow 2,7,13,31,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,3,1,0,1,3,5,0,3,226.619,646.581,199.869,96.2337,8.62516,11.176,16.4366,368.059,258.637,405.861,6913.88,63,79.5751,40.3473,0,1,2,0,1,833.359,32.826,34.9293,28,35227.2,25917.6
Fire Destro+Suppression,8,12,31,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,5,4,1,0,3,1,0,1,3,5,1,2,45.3136,1247.11,123.706,54.6117,10.2861,47.7821,25.3125,312.204,339.734,451.519,6076.06,63,16.5967,50.0317,0,0,4,2,1,1403.17,84.8992,0,2.055,9111.17,1905.5
random_valid_51,22,15,14,2,5,5,0,2,2,2,1,1,1,0,1,0,0,0,0,0,2,2,1,4,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,0,5,2,0,0,0,0,0,0,0,0,0,2,159.889,805.044,48.9351,140.819,13.6016,29.8025,12.1144,318.065,274.455,579.779,6163.97,60,106.859,100.449,1,0,3,0,0,738.492,32.7044,76.6084,16.015,22484.9,16352.7
random_valid_51,16,20,15,2,5,3,1,1,2,0,0,0,2,0,0,0,0,0,0,0,2,3,1,2,2,2,3,1,2,1,0,0,0,1,0,0,0,0,0,2,1,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,116.075,952.75,197.326,7.00539,15.9927,20.8951,31.9225,118.866,50.2884,151.666,3175.99,60,115.401,97.2971,0,1,3,0,0,836.75,39.0004,64.4181,16,17298,12001.5
random_valid_51,15,20,16,2,3,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,2,3,0,2,1,1,1,0,0,0,0,0,0,0,2,2,4,2,2,1,2,1,0,0,0,0,0,0,0,0,0,159.64,713.151,98.9382,170.498,11.8019,30.3968,19.0948,309.024,190.618,417.771,6028.35,60,48.2135,41.2276,1,1,3,0,0,798.818,29.033,67.462,18.835,23817.1,17315.5
Shadow and Flame Shadow,1,18,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,2,1,3,2,0,0,0,2,0,0,0,0,0,0,0,0,5,5,0,1,0,5,1,3,3,1,0,1,3,4,0,3,182.146,622.777,85.6359,90.9848,10.4153,53.6755,16.5831,423.605,68.8556,110.613,7747.08,60,93.2434,0.1995,1,0,1,0,1,896.348,32.5499,51.3863,25.015,27057.6,16300.1
random_valid_51,13,23,15,2,3,2,0,2,1,0,0,1,2,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2,2,1,1,0,0,2,0,0,0,0,0,2,5,1,3,0,3,0,1,0,0,0,0,0,0,0,0,1,280.265,796.877,167.758,6.52299,8.97545,54.6312,8.62043,139.713,131.332,495.253,3488.69,61,87.8208,98.7276,1,0,3,0,0,901.427,35.2833,83.4356,39,38231.1,32952.7
Shadow and Flame Fire,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,5,1,3,3,1,0,1,3,5,1,0,290.566,1106.3,29.7828,84.9027,13.9959,34.3999,5.04727,101.144,286.572,510.335,2910.16,62,93.6503,94.2363,1,1,2,2,1,1159.58,30.4721,0,43.57,42431.6,37552.8
Aff/DP,11,32,8,2,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,5,0,0,2,0,3,1,2,2,1,0,2,1,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,289.018,949.62,189.166,160.861,0.0741136,53.9863,4.9153,193.9,275.954,109.753,4301.5,62,3.98238,97.8548,1,0,3,0,0,1056.73,25.6929,91.2163,32.275,39586.3,33262.9
random_valid_51,11,32,8,2,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,2,3,2,2,0,1,2,2,1,1,1,1,0,2,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,114.105,1248.99,98.7585,43.5329,16.9027,35.8479,14.2921,317.505,285.616,594.61,6155.58,62,97.9381,34.8364,0,0,3,0,0,950.482,42.0604,75.5129,9,15677.2,9307.05
random_valid_51,15,27,9,1,3,4,2,1,2,0,0,1,1,0,0,0,0,0,0,0,2,3,4,3,2,3,3,2,0,1,1,1,0,1,1,0,0,0,0,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,245.926,1365.88,86.1601,198.765,17.0766,37.2899,14.3924,336.88,190.112,243.682,6516.2,63,53.5376,101.052,1,0,3,0,0,1269.56,45.9317,82.1195,25,30624.3,21071.6
random_valid_51,12,16,23,2,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,2,5,5,4,2,1,1,1,0,0,1,0,1,0,0,0,2,45.6713,1382.38,70.4954,97.8358,14.6377,26.4684,31.0239,118.541,315.278,295.815,3171.11,62,20.2409,112.174,1,0,3,0,1,1239.44,90.4068,59.2742,4,7805.57,4285.33
random_valid_51,18,24,9,2,2,4,2,2,3,2,1,0,0,0,0,0,0,0,0,0,2,2,5,5,2,1,1,2,0,1,1,1,0,0,0,0,1,0,0,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,128.691,709.785,107.509,11.0233,8.3332,33.9086,17.6005,213.172,81.4714,144.413,4590.58,61,70.614,75.6905,1,1,3,0,0,735.52,26.2824,0,16,18699.8,12569.9
Shadow and Flame Fire DS-Succ,3,17,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,3,0,0,1,2,2,0,0,0,0,0,0,0,1,0,5,0,3,2,5,1,0,3,1,0,1,3,5,1,3,180.961,907.011,40.8675,75.1782,9.37342,40.2267,16.5743,220.353,163.078,123.775,4698.3,61,98.122,21.563,0,0,3,2,1,959.082,34.5531,0,25.965,26310.9,19360.1
random_valid_51,16,22,13,2,4,5,1,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,4,3,2,1,3,1,0,1,1,2,0,0,0,1,0,0,0,2,4,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,61.6794,1173.26,73.0305,94.3052,16.8288,43.1257,16.1014,299.706,295.061,340.099,5888.59,63,14.7566,22.8354,0,1,2,0,0,1082.4,62.2153,71.2194,3.015,9762.04,3177.79
random_valid_51,24,23,4,2,2,5,1,2,2,2,1,1,1,2,1,0,0,2,0,0,1,3,1,3,2,2,3,2,3,1,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,170.026,1225.32,132.034,72.9447,7.3155,27.2877,1.08616,335.401,317.357,477.77,6494.02,62,57.7492,116.834,0,1,3,0,0,838.464,33.8956,0,13.32,21567.2,14303.5
random_valid_51,15,19,17,2,3,1,3,1,3,0,0,0,2,0,0,0,0,0,0,0,2,3,3,4,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,2,3,4,2,3,0,1,1,1,0,0,0,0,0,0,0,0,285.911,213.051,134.426,58.6097,9.81116,30.2529,18.8264,274.033,144.06,254.517,5503.5,62,103.974,91.8086,1,0,1,0,0,453.592,17.131,71.0397,39,40194.1,33646
random_valid_51,21,22,8,2,3,5,2,0,3,2,2,1,0,0,0,1,0,0,0,0,2,3,3,2,2,1,2,2,0,1,1,2,0,1,0,0,0,0,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,97.2432,438.705,149.19,80.0674,10.3023,43.7014,29.1046,135.534,134.325,335.616,3426,62,62.5166,16.4117,0,0,3,0,0,557.186,27.3292,80.587,11,13548.5,9465.48
Shadow and Flame Fire 2,11,9,31,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,1,2,158.753,914.751,26.9212,185.163,10.4616,11.5561,0.530625,449.411,150.582,363.214,8134.16,62,60.0688,37.2725,1,1,1,2,1,1021.98,32.7911,0,18.995,25612,16549
random_valid_51,18,15,18,1,2,4,3,1,3,0,1,1,1,1,0,0,0,0,0,0,2,1,1,4,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,3,5,4,0,2,0,1,0,0,1,0,0,0,0,0,0,238.313,1302.96,199.602,85.5333,17.5632,51.934,3.98939,332.874,266.057,472.77,6386.11,63,32.9721,71.6201,0,1,2,0,1,1168.96,32.6716,87.2433,29.01,35282.6,26867.4
random_valid_51,8,29,14,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,2,1,3,2,1,1,1,0,0,3,2,1,0,1,0,2,5,0,2,1,3,0,1,0,0,0,0,0,0,0,0,1,256.598,447.918,71.6944,102.308,4.56682,35.8072,14.8347,364.768,315.819,436.638,6864.52,61,118.699,96.8257,1,1,3,0,0,565.239,23.3492,73.8123,26,36754,27779.1
random_valid_51,10,22,19,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,0,2,1,1,1,2,0,0,0,0,0,0,0,2,3,2,2,2,5,1,1,0,0,1,0,0,0,0,0,0,79.2654,1320.66,68.2859,154.181,8.68918,51.991,10.248,372.515,91.8174,357.283,6980.72,61,88.7435,60.5484,0,0,2,0,1,1098.18,55.2918,73.1479,6,11413.2,4825.09
Aff/DP,12,30,9,1,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5,0,0,2,0,3,1,2,2,1,0,0,1,3,4,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,57.0778,1246.88,184.418,64.3068,4.51461,8.1811,7.8533,131.318,313.815,492.065,3362.78,63,59.5721,108.616,0,1,2,0,0,963.528,61.9182,31.5719,4.91,8397.08,4806.68
random_valid_51,20,25,6,1,2,5,2,2,3,0,2,0,1,2,0,0,0,0,0,0,2,3,2,3,2,1,2,2,3,1,1,0,0,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280.668,1109.55,155.624,3.11881,15.3081,27.4497,28.8438,494.087,78.2394,585.024,8804.3,60,68.7145,29.6673,1,1,3,0,0,1050.24,25.9536,0,42.965,41680.1,30766.2
Deep Affliction Imp,34,8,9,2,5,5,0,1,2,0,1,0,3,5,1,0,1,2,5,1,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,220.675,1346.13,5.92567,144.407,8.39359,16.4764,33.9291,438.128,62.2773,437.649,8034.91,60,88.1004,60.2805,0,1,1,16,0,917.078,38.2129,7.74745,16.23,16814.8,12470.8
Shadow and Flame Fire DS-Succ,3,17,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,3,1,0,1,2,1,0,0,0,0,0,0,0,1,0,5,0,3,2,5,1,0,3,1,0,1,3,5,1,4,140.837,1094.58,190.174,85.3005,14.0775,24.2326,9.29763,137.907,157.784,482.378,3531.6,63,38.3517,42.1389,0,0,2,2,1,1037.54,35.8954,0,18,19866.7,14502.3
SM/AF,32,1,18,2,5,5,5,0,0,0,0,0,3,5,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,1,0,3,0,0,0,0,0,0,0,60.3699,274.034,93.231,60.3333,13.3095,23.5312,0.269836,148.926,272.53,182.339,3626.9,61,92.1221,51.5583,0,0,1,6,0,465.417,38.5,59.0561,5.105,9445.85,5209.34
random_valid_51,13,14,24,1,3,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,5,5,5,2,1,0,1,1,1,1,0,0,0,0,0,1,185.518,261.665,125.847,54.5609,17.6862,15.8338,33.6247,354.942,319.792,217.494,6717.13,63,78.6753,75.8865,1,0,3,0,1,514.727,25.165,59.3115,23,30644.9,22609.1
random_valid_51,12,24,15,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,4,2,1,1,1,2,1,0,1,0,2,0,1,0,0,0,2,3,3,2,3,0,1,1,0,0,0,0,0,0,0,0,2,48.6193,1180.86,154.803,177.504,12.3418,51.8257,30.5776,434.142,215.075,519.449,7905.13,60,30.6235,53.1106,1,0,3,0,0,1379.19,57.5539,77.9144,1,7995.24,978.09
random_valid_51,22,18,11,2,3,3,5,2,1,1,2,1,1,1,0,0,0,0,0,0,2,3,2,3,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,4,1,2,0,0,1,0,0,0,0,0,0,0,0,3,135.978,1328.19,92.887,128.384,11.031,46.1835,26.4431,404.69,76.8455,154.551,7463.35,62,86.649,15.9737,0,1,2,0,0,1098.76,43.1164,87.2929,16,21224.4,12661.8
Shadow and Flame Fire 2,11,10,30,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,0,4,193.044,381.012,66.559,189.758,16.6783,14.3271,29.4408,239.337,147.034,330.8,5053.06,60,30.3365,72.7205,1,0,1,0,1,622.786,19.0605,0,27,30496.7,23351.5
Deep Affliction,40,11,0,2,5,5,5,0,3,0,0,1,3,5,0,1,1,3,5,1,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.854,1303.61,131.532,26.1589,15.9474,53.506,0.485921,472.865,254.4,214.667,8485.97,61,119.22,6.23141,0,0,3,16,0,1336.08,48.6238,0,5,13524.1,5106.4
random_valid_51,23,10,18,2,3,5,3,2,3,1,0,0,0,0,2,0,1,1,0,0,2,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,1,2,1,1,1,1,0,0,0,0,0,1,199.052,1234.03,176.514,83.7449,7.14284,53.6608,7.0042,468.379,311.892,577.61,8418.68,63,14.4125,68.1603,0,0,1,0,1,994.555,47.2034,85.6966,19.715,28199.7,20972.5
random_valid_51,11,24,16,2,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,2,2,1,1,1,1,0,2,0,0,0,1,0,0,0,2,4,4,1,1,2,1,1,0,0,0,0,0,0,0,0,3,203.86,786.639,2.67507,186.391,12.9627,20.1349,8.11773,449.576,286.722,138.12,8136.64,60,36.6407,57.0707,1,0,2,0,0,800.418,24.1364,58.0597,19.1,29925.5,19956.5
Shadow and Flame Fire 2,10,10,31,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,1,3,51.3099,472.64,83.7789,191.536,17.4116,11.403,10.2109,499.871,129.11,207.326,8891.07,60,111.267,52,0,1,1,2,1,791.077,43.8558,0,2,9412.41,1734.66
Deep Affliction,39,12,0,2,5,4,5,0,3,0,0,1,2,5,1,1,1,3,5,1,0,0,4,1,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284.334,297.464,42.3934,98.3198,17.6851,35.2504,24.5769,417.889,137.914,534.502,7661.34,60,19.8649,60.5407,0,1,3,16,0,470.402,16.9458,0,16.78,22515.2,14438.3
Shadow and Flame Shadow 2,6,14,31,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,1,5,1,0,3,1,0,0,3,4,0,3,200.167,529.37,29.4759,121.89,8.32662,13.4412,28.161,119.489,67.5135,300.394,3185.34,63,107.071,62.7375,0,0,1,0,1,547.272,27.9442,28.5868,35.545,28430.8,23069.2
Shadow and Flame Fire 2,10,11,30,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,0,1,149.126,674.231,152.269,154.397,13.5389,33.4005,17.331,263.843,170.063,231.028,5350.64,62,49.1465,119.477,0,1,1,0,1,868.735,32.8891,0,19,23912.8,16943.8
Shadow and Flame Shadow 2,8,13,30,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,3,1,0,0,3,5,0,2,196.278,764.031,74.9332,48.6709,8.85418,38.9859,25.4654,484.53,240.973,159.549,8660.95,60,114.629,103.245,1,1,1,0,1,1072.13,44.8236,70.1545,23,31739.3,20673.6
SM/AF,32,0,19,2,5,5,5,0,0,0,0,0,3,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,3,0,0,0,0,0,0,4,142.373,674.824,124.047,104.952,3.56043,11.1484,17.8602,476.319,314.391,426.052,8607.78,60,29.8716,108.821,1,1,1,6,0,891.52,54.6063,60.1711,14.075,23216.1,15032.5
random_valid_51,13,27,11,2,2,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2,2,4,5,2,3,3,1,1,1,0,1,0,1,1,0,0,0,0,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,139.78,871.964,188.504,85.5168,5.64076,52.1868,21.9582,273.557,90.0308,239.116,5566.36,60,109.301,76.5671,1,0,2,0,0,993.892,34.0957,87.6286,13,19158.3,10388.9
Shadow and Flame Fire 2,12,7,32,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,5,5,1,0,3,1,0,1,3,5,1,0,210.924,174.323,115.594,92.7191,4.85668,33.7651,1.69857,228.205,295.53,590.546,4816.08,60,113.333,21.4631,1,0,1,2,1,533.784,16.6133,0,26.915,32734.2,28122.9
random_valid_51,18,21,12,2,4,3,0,1,2,1,1,1,1,1,0,1,0,0,0,0,2,3,4,2,0,3,3,2,0,0,1,1,0,0,0,0,0,0,0,2,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,79.0097,294.364,1.52977,20.3146,0.445709,48.9743,18.0851,441.084,264.374,213.908,8009.26,63,22.7209,46.3987,1,0,1,0,0,481.771,32.4918,83.8536,4.56,12702.6,4625.7
NF/AF,24,9,18,2,5,4,4,0,1,0,0,0,0,5,2,0,0,1,0,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,184.799,188.997,163.176,58.9967,3.62259,20.7123,25.1659,474.699,213.788,414.505,8513.49,62,10.8172,10.9922,1,0,2,0,0,682.056,29.9219,80.8349,21.32,29450.8,20196.4
Fire Destro+Suppression,8,12,31,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,1,5,4,1,0,3,1,0,1,3,5,1,2,269.573,1157.21,58.5752,90.281,3.34551,54.0354,28.1189,480.055,274.792,216.17,8593.82,63,93.2071,109.809,0,1,3,10,1,1134.06,40.735,0,39.315,45027.4,33425
