id,name,required_level,item_level,quality,subclass,icon,use_description,reagents_summary,link
8956,Oil of Immolation,31,41,Common,Other Consumables,inv_potion_11,Use: Does 50 fire damage to any enemies within a 5 yard radius around the caster every 3 seconds for 15 sec (3 Sec Cooldown),"1x Firebloom, 1x Goldthorn, 1x Crystal Vial",https://www.wowhead.com/forever/item=8956/oil-of-immolation
9061,Goblin Rocket Fuel,1,42,Common,Parts,inv_cask_02,,"1x Firebloom, 1x Volatile Rum, 1x Leaded Vial",https://www.wowhead.com/forever/item=9061/goblin-rocket-fuel
247239,Lesser Discolored Healing Potion,3,13,Common,Potions,inv_potion_36,"Use: Restores 320 health instantly, however you also suffer 75% of that amount over time.","1x Empty Vial, 1x Briarthorn, 1x Murloc Eye",https://www.wowhead.com/forever/item=247239/lesser-discolored-healing-potion
5631,Rage Potion,4,14,Common,Potions,inv_potion_24,Use: Increases Rage by 20 to 40. (2 Min Cooldown),"1x Sharp Claw, 1x Briarthorn, 1x Empty Vial",https://www.wowhead.com/forever/item=5631/rage-potion
4596,Minor Discolored Healing Potion,5,15,Common,Potions,inv_potion_35,"Use: Restores 160 health instantly, however you also suffer 75% of that amount over time.","1x Empty Vial, 1x Peacebloom, 1x Murloc Eye",https://www.wowhead.com/forever/item=4596/minor-discolored-healing-potion
250938,Minor Frenzy Potion,5,25,Common,Potions,trade_alchemy_dpotion_d12,Use: Increases your Attack Power by 6 for 30 sec.,"1x Earthroot, 1x Silverleaf, 1x Empty Vial",https://www.wowhead.com/forever/item=250938/minor-frenzy-potion
2455,Minor Mana Potion,5,15,Common,Potions,inv_potion_70,Use: Restores 160 mana. (2 Min Cooldown),"1x Mageroyal, 1x Peacebloom, 1x Empty Vial",https://www.wowhead.com/forever/item=2455/minor-mana-potion
250944,Minor Mender's Potion,5,55,Common,Potions,trade_alchemy_dpotion_d13,Use: Increases your healing done by up to 8 for 30 sec.,"2x Mageroyal, 1x Bruiseweed, 1x Empty Vial",https://www.wowhead.com/forever/item=250944/minor-menders-potion
2456,Minor Rejuvenation Potion,5,15,Common,Potions,inv_potion_02,Use: Restores 120 mana and 120 health. (2 Min Cooldown),"2x Mageroyal, 1x Peacebloom, 1x Empty Vial",https://www.wowhead.com/forever/item=2456/minor-rejuvenation-potion
250932,Minor Spellblasting Potion,5,45,Common,Potions,trade_alchemy_dpotion_d14,Use: Increases your Spell Damage by 6 for 30 sec.,"1x Silverleaf, 1x Peacebloom, 1x Empty Vial",https://www.wowhead.com/forever/item=250932/minor-spellblasting-potion
2459,Swiftness Potion,5,15,Common,Potions,inv_potion_95,Use: Increases run speed by 50% for 15 sec. (2 Min Cooldown),"1x Swiftthistle, 1x Briarthorn, 1x Empty Vial",https://www.wowhead.com/forever/item=2459/swiftness-potion
6051,Holy Protection Potion,10,20,Common,Potions,inv_potion_09,Use: Absorbs 400 holy damage.  Lasts 2 min. (2 Min Cooldown),"1x Bruiseweed, 1x Swiftthistle, 1x Empty Vial",https://www.wowhead.com/forever/item=6051/holy-protection-potion
6372,Swim Speed Potion,10,20,Common,Potions,inv_potion_13,Use: Increases swim speed by 100% for 20 sec. (2 Min Cooldown),"1x Swiftthistle, 1x Blackmouth Oil, 1x Empty Vial",https://www.wowhead.com/forever/item=6372/swim-speed-potion
247240,Discolored Healing Potion,12,22,Common,Potions,inv_potion_37,"Use: Restores 640 health instantly, however you also suffer 75% of that amount over time.","1x Leaded Vial, 1x Bruiseweed, 1x Murloc Eye",https://www.wowhead.com/forever/item=247240/discolored-healing-potion
3384,Minor Magic Resistance Potion,12,22,Common,Potions,inv_potion_08,Use: Increases your resistance to all schools of magic by 25 for 3 min. (2 Min Cooldown),"3x Mageroyal, 1x Wild Steelbloom, 1x Empty Vial",https://www.wowhead.com/forever/item=3384/minor-magic-resistance-potion
3385,Lesser Mana Potion,14,24,Common,Potions,inv_potion_71,Use: Restores 320 mana. (2 Min Cooldown),"1x Mageroyal, 1x Stranglekelp, 1x Empty Vial",https://www.wowhead.com/forever/item=3385/lesser-mana-potion
3386,Potion of Poison Cleansing,14,55,Common,Potions,inv_potion_12,Use: Imbiber is cured of up to four poisons up to level 60. (3 Sec Cooldown),"1x Large Venom Sac, 1x Bruiseweed, 1x Leaded Vial",https://www.wowhead.com/forever/item=3386/potion-of-poison-cleansing
250939,Lesser Frenzy Potion,15,45,Common,Potions,inv_misc_potionsetf,Use: Increases your Attack Power by 9 for 30 sec.,"1x Briarthorn, 2x Earthroot, 1x Empty Vial",https://www.wowhead.com/forever/item=250939/lesser-frenzy-potion
250945,Lesser Mender's Potion,15,55,Common,Potions,inv_misc_potionsete,Use: Increases your healing done by up to 14 for 30 sec.,"2x Kingsblood, 2x Liferoot, 1x Leaded Vial",https://www.wowhead.com/forever/item=250945/lesser-menders-potion
250933,Lesser Spellblasting Potion,15,5,Common,Potions,inv_misc_potionsetc,Use: Increases your Spell Damage by 9 for 30 sec.,"1x Mageroyal, 2x Silverleaf, 1x Empty Vial",https://www.wowhead.com/forever/item=250933/lesser-spellblasting-potion
6048,Shadow Protection Potion,17,27,Common,Potions,inv_potion_44,Use: Absorbs 900 shadow damage.  Lasts 2 min. (2 Min Cooldown),"1x Grave Moss, 1x Kingsblood, 1x Leaded Vial",https://www.wowhead.com/forever/item=6048/shadow-protection-potion
5634,Free Action Potion,20,30,Common,Potions,inv_potion_04,Use: Makes you immune to Stun and Movement Impairing effects for the next 30 sec.   Does not remove effects already on the imbiber. (2 Min Cooldown),"2x Blackmouth Oil, 1x Stranglekelp, 1x Leaded Vial",https://www.wowhead.com/forever/item=5634/free-action-potion
247241,Greater Discolored Healing Potion,21,31,Common,Potions,inv_potion_38,"Use: Restores 1040 health instantly, however you also suffer 75% of that amount over time.","1x Leaded Vial, 1x Kingsblood, 1x Murloc Eye",https://www.wowhead.com/forever/item=247241/greater-discolored-healing-potion
3827,Mana Potion,22,32,Common,Potions,inv_potion_72,Use: Restores 520 mana. (2 Min Cooldown),"1x Stranglekelp, 1x Kingsblood, 1x Leaded Vial",https://www.wowhead.com/forever/item=3827/mana-potion
6049,Fire Protection Potion,23,33,Common,Potions,inv_potion_16,Use: Absorbs 1300 fire damage.  Lasts 2 min. (2 Min Cooldown),"1x Small Flame Sac, 1x Fire Oil, 1x Leaded Vial",https://www.wowhead.com/forever/item=6049/fire-protection-potion
3823,Lesser Invisibility Potion,23,33,Common,Potions,inv_potion_18,Use: Gives the imbiber lesser invisibility for 15 sec. (10 Min Cooldown),"1x Fadeleaf, 1x Wild Steelbloom, 1x Leaded Vial",https://www.wowhead.com/forever/item=3823/lesser-invisibility-potion
250940,Frenzy Potion,25,55,Common,Potions,inv_potiond_3,Use: Increases your Attack Power by 14 for 30 sec.,"2x Fadeleaf, 2x Briarthorn, 1x Leaded Vial",https://www.wowhead.com/forever/item=250940/frenzy-potion
5633,Great Rage Potion,25,35,Common,Potions,inv_potion_21,Use: Increases Rage by 30 to 60. (2 Min Cooldown),"1x Large Fang, 1x Kingsblood, 1x Leaded Vial",https://www.wowhead.com/forever/item=5633/great-rage-potion
250946,Mender's Potion,25,5,Common,Potions,inv_potiond_6,Use: Increases your healing done by up to 28 for 30 sec.,"2x Wintersbite, 2x Firebloom, 1x Leaded Vial",https://www.wowhead.com/forever/item=250946/menders-potion
250934,Spellblasting Potion,25,5,Common,Potions,inv_potiond_2,Use: Increases your Spell Damage by 14 for 30 sec.,"1x Wild Steelbloom, 1x Grave Moss, 1x Empty Vial",https://www.wowhead.com/forever/item=250934/spellblasting-potion
6050,Frost Protection Potion,28,38,Common,Potions,inv_potion_13,Use: Absorbs 1800 frost damage.  Lasts 2 min. (2 Min Cooldown),"1x Wintersbite, 1x Goldthorn, 1x Leaded Vial",https://www.wowhead.com/forever/item=6050/frost-protection-potion
6052,Nature Protection Potion,28,38,Common,Potions,inv_potion_06,Use: Absorbs 1800 nature damage.  Lasts 2 min. (2 Min Cooldown),"1x Liferoot, 1x Stranglekelp, 1x Leaded Vial",https://www.wowhead.com/forever/item=6052/nature-protection-potion
250950,Potion of Venomous Blood,30,55,Common,Potions,inv_potion_19,"Use: Gain 10 doses of Venomous Blood. Whenever you suffer Bleed damage, one dose is spread to a nearby enemy within 8 yds. Lasts up to 20 sec.","3x Gromsblood, 2x Plaguebloom, 1x Crystal Vial",https://www.wowhead.com/forever/item=250950/potion-of-venomous-blood
6149,Greater Mana Potion,31,41,Common,Potions,inv_potion_73,Use: Restores 800 mana. (2 Min Cooldown),"1x Khadgar's Whisker, 1x Goldthorn, 1x Leaded Vial",https://www.wowhead.com/forever/item=6149/greater-mana-potion
9036,Magic Resistance Potion,32,42,Common,Potions,inv_potion_120,Use: Increases your resistance to all schools of magic by 50 for 3 min. (2 Min Cooldown),"1x Khadgar's Whisker, 1x Purple Lotus, 1x Crystal Vial",https://www.wowhead.com/forever/item=9036/magic-resistance-potion
9030,Restorative Potion,32,42,Common,Potions,inv_potion_01,"Use: Removes 1 magic, curse, poison or disease effect on you every 5 seconds for 30 seconds. (2 Min Cooldown)","1x Elemental Earth, 1x Goldthorn, 1x Crystal Vial",https://www.wowhead.com/forever/item=9030/restorative-potion
4623,Lesser Stoneshield Potion,33,43,Common,Potions,inv_potion_67,Use: Increases armor by 1000 for 1.5 min. (2 Min Cooldown),"1x Mithril Ore, 1x Goldthorn, 1x Leaded Vial",https://www.wowhead.com/forever/item=4623/lesser-stoneshield-potion
250953,Dragonfire Potion,35,45,Common,Potions,inv_potion_33,"Use: Unleash a belch of dragonfire, dealing 450 Fire damage instantly in a narrow cone in front of you. Affected targets will suffer 125 additional damage every 2 sec for 8 sec.","2x Mountain Silversage, 2x Firebloom, 1x Crystal Vial",https://www.wowhead.com/forever/item=250953/dragonfire-potion
12190,Dreamless Sleep Potion,35,45,Common,Potions,inv_potion_83,Use: Puts the imbiber in a dreamless sleep for 12 sec.  During that time the imbiber heals 1200 health and 1200 mana. (2 Min Cooldown),"3x Purple Lotus, 1x Crystal Vial",https://www.wowhead.com/forever/item=12190/dreamless-sleep-potion
250941,Greater Frenzy Potion,35,45,Common,Potions,inv_potionf_1,Use: Increases your Attack Power by 20 for 30 sec.,"3x Firebloom, 2x Fadeleaf, 1x Leaded Vial",https://www.wowhead.com/forever/item=250941/greater-frenzy-potion
250947,Greater Mender's Potion,35,25,Common,Potions,inv_potionf_3,Use: Increases your healing done by up to 38 for 30 sec.,"2x Arthas' Tears, 1x Purple Lotus, 1x Crystal Vial",https://www.wowhead.com/forever/item=250947/greater-menders-potion
250935,Greater Spellblasting Potion,35,55,Common,Potions,inv_potionf_4,Use: Increases your Spell Damage by 20 for 30 sec.,"2x Kingsblood, 1x Fadeleaf, 1x Leaded Vial",https://www.wowhead.com/forever/item=250935/greater-spellblasting-potion
247242,Superior Discolored Healing Potion,35,45,Common,Potions,inv_potion_39,"Use: Restores 1600 health instantly, however you also suffer 75% of that amount over time.","1x Crystal Vial, 1x Sungrass, 1x Murloc Eye",https://www.wowhead.com/forever/item=247242/superior-discolored-healing-potion
9144,Wildvine Potion,35,45,Common,Potions,inv_potion_34,Use: Restores 750 health and 750 mana. (2 Min Cooldown),"1x Wildvine, 1x Purple Lotus, 1x Crystal Vial",https://www.wowhead.com/forever/item=9144/wildvine-potion
9172,Invisibility Potion,37,47,Common,Potions,inv_potion_25,Use: Gives the imbiber invisibility for 18 sec. (10 Min Cooldown),"1x Ghost Mushroom, 1x Sungrass, 1x Crystal Vial",https://www.wowhead.com/forever/item=9172/invisibility-potion
250955,Potion of Beast Culling,40,55,Common,Potions,inv_alchemy_80_potion02yellow,Use: Increases Spell Damage by 108 and Attack Power by 185 against Beasts.  Lasts 2 min.,"2x Gromsblood, 2x Plaguebloom, 1x Imbued Vial",https://www.wowhead.com/forever/item=250955/potion-of-beast-culling
250954,Potion of Elemental Siphoning,40,55,Common,Potions,inv_alchemy_80_potion02blue,Use: Increases Spell Damage by 265 against Elementals.  Lasts 2 min.,"2x Firebloom, 2x Wintersbite, 1x Crystal Vial",https://www.wowhead.com/forever/item=250954/potion-of-elemental-siphoning
13443,Superior Mana Potion,41,51,Common,Potions,inv_potion_74,Use: Restores 1200 mana. (2 Min Cooldown),"2x Sungrass, 2x Blindweed, 1x Crystal Vial",https://www.wowhead.com/forever/item=13443/superior-mana-potion
250951,Caustic Smog Potion,45,5,Common,Potions,trade_alchemy_dpotion_c26,"Use: Throw a fragile concoction at the target area, revealing a cloud of Caustic Smog for 12 sec. Enemies standing within the cloud suffer 300 Nature damage every 1 sec.","2x Ghost Mushroom, 2x Grave Moss, 1x Crystal Vial",https://www.wowhead.com/forever/item=250951/caustic-smog-potion
250952,Disorienting Smog Potion,45,25,Common,Potions,trade_alchemy_dpotion_c24,"Use: Throw a fragile concoction at the target area, revealing a cloud of Disorienting Smog for 8 sec. Enemies standing within the cloud have their Hit Chance reduced by 10%. Ineffective against targets above level 10.","3x Ghost Mushroom, 2x Grave Moss, 1x Crystal Vial",https://www.wowhead.com/forever/item=250952/disorienting-smog-potion
3387,Limited Invulnerability Potion,45,50,Common,Potions,inv_potion_62,Use: Imbiber is immune to physical attacks for the next 6 sec. (2 Min Cooldown),"2x Blindweed, 1x Ghost Mushroom, 1x Crystal Vial",https://www.wowhead.com/forever/item=3387/limited-invulnerability-potion
250942,Superior Frenzy Potion,45,55,Common,Potions,inv_misc_potiona6,Use: Increases your Attack Power by 28 for 30 sec.,"3x Blindweed, 2x Firebloom, 1x Crystal Vial",https://www.wowhead.com/forever/item=250942/superior-frenzy-potion
250948,Superior Mender's Potion,45,55,Common,Potions,inv_misc_potiona3,Use: Increases your healing done by up to 50 for 30 sec.,"2x Sungrass, 1x Arthas' Tears, 1x Crystal Vial",https://www.wowhead.com/forever/item=250948/superior-menders-potion
250936,Superior Spellblasting Potion,45,55,Common,Potions,inv_misc_potiona2,Use: Increases your Spell Damage by 28 for 30 sec.,"2x Wintersbite, 2x Khadgar's Whisker, 1x Leaded Vial",https://www.wowhead.com/forever/item=250936/superior-spellblasting-potion
13455,Greater Stoneshield Potion,46,56,Common,Potions,inv_potion_69,Use: Increases armor by 2000 for 2 min. (2 Min Cooldown),"3x Stonescale Oil, 1x Thorium Ore, 1x Crystal Vial",https://www.wowhead.com/forever/item=13455/greater-stoneshield-potion
13442,Mighty Rage Potion,46,51,Common,Potions,inv_potion_41,Use: Increases Rage by 60 and increases Strength by 60 for 20 sec. (2 Min Cooldown),"3x Gromsblood, 1x Crystal Vial",https://www.wowhead.com/forever/item=13442/mighty-rage-potion
20008,Living Action Potion,47,57,Common,Potions,inv_potion_07,Use: Makes you immune to Stun and Movement Impairing effects for the next 5 sec.  Also removes existing Stun and Movement Impairing effects. (2 Min Cooldown),"2x Icecap, 2x Mountain Silversage, 2x Heart of the Wild, 1x Crystal Vial",https://www.wowhead.com/forever/item=20008/living-action-potion
13462,Purification Potion,47,57,Common,Potions,inv_potion_31,"Use: Attempts to remove one Curse or Bane, one Disease and one Poison from the Imbiber. (2 Min Cooldown)","2x Icecap, 2x Plaguebloom, 1x Crystal Vial",https://www.wowhead.com/forever/item=13462/purification-potion
13461,Greater Arcane Protection Potion,48,58,Common,Potions,inv_potion_83,Use: Absorbs 2600 arcane damage.  Lasts 2 min. (2 Min Cooldown),"1x Dream Dust, 1x Dreamfoil, 1x Crystal Vial",https://www.wowhead.com/forever/item=13461/greater-arcane-protection-potion
13457,Greater Fire Protection Potion,48,58,Common,Potions,inv_potion_24,Use: Absorbs 2600 fire damage.  Lasts 2 min. (2 Min Cooldown),"1x Elemental Fire, 1x Dreamfoil, 1x Crystal Vial",https://www.wowhead.com/forever/item=13457/greater-fire-protection-potion
13456,Greater Frost Protection Potion,48,58,Common,Potions,inv_potion_20,Use: Absorbs 2600 frost damage.  Lasts 2 min. (2 Min Cooldown),"1x Elemental Water, 1x Dreamfoil, 1x Crystal Vial",https://www.wowhead.com/forever/item=13456/greater-frost-protection-potion
13458,Greater Nature Protection Potion,48,58,Common,Potions,inv_potion_22,Use: Absorbs 2600 nature damage.  Lasts 2 min. (2 Min Cooldown),"1x Elemental Earth, 1x Dreamfoil, 1x Crystal Vial",https://www.wowhead.com/forever/item=13458/greater-nature-protection-potion
13459,Greater Shadow Protection Potion,48,58,Common,Potions,inv_potion_23,Use: Absorbs 2600 shadow damage.  Lasts 2 min. (2 Min Cooldown),"1x Shadow Oil, 1x Dreamfoil, 1x Crystal Vial",https://www.wowhead.com/forever/item=13459/greater-shadow-protection-potion
13444,Major Mana Potion,49,59,Common,Potions,inv_potion_76,Use: Restores 1800 mana. (2 Min Cooldown),"3x Dreamfoil, 2x Icecap, 1x Crystal Vial",https://www.wowhead.com/forever/item=13444/major-mana-potion
13506,Flask of Petrification,50,60,Common,Potions,inv_potion_26,"Use: You turn to stone, protecting you from all physical attacks and spells for 1 min, but during that time you cannot attack, move or cast spells. You can only have the effect of one flask at a time. (3 Sec Cooldown)","30x Stonescale Oil, 10x Mountain Silversage, 1x Black Lotus, 1x Crystal Vial",https://www.wowhead.com/forever/item=13506/flask-of-petrification
18253,Major Rejuvenation Potion,50,60,Common,Potions,inv_potion_47,Use: Restores 1600 mana and health. (2 Min Cooldown),"1x Heart of the Wild, 4x Golden Sansam, 4x Dreamfoil, 1x Imbued Vial",https://www.wowhead.com/forever/item=18253/major-rejuvenation-potion
20002,Greater Dreamless Sleep Potion,55,60,Common,Potions,inv_potion_83,Use: Puts the imbiber in a dreamless sleep for 12 sec.  During that time the imbiber heals 2100 health and 2100 mana. (2 Min Cooldown),"2x Dreamfoil, 1x Golden Sansam, 1x Crystal Vial",https://www.wowhead.com/forever/item=20002/greater-dreamless-sleep-potion
250943,Major Frenzy Potion,55,55,Common,Potions,inv_potione_6,Use: Increases your Attack Power by 40 for 30 sec.,"3x Plaguebloom, 2x Blindweed, 1x Imbued Vial",https://www.wowhead.com/forever/item=250943/major-frenzy-potion
250949,Major Mender's Potion,55,25,Common,Potions,inv_potione_2,Use: Increases your healing done by up to 75 for 30 sec.,"3x Dreamfoil, 1x Sungrass, 1x Imbued Vial",https://www.wowhead.com/forever/item=250949/major-menders-potion
250937,Major Spellblasting Potion,55,5,Common,Potions,inv_potione_4,Use: Increases your Spell Damage by 40 for 30 sec.,"2x Dreamfoil, 1x Mountain Silversage, 1x Imbued Vial",https://www.wowhead.com/forever/item=250937/major-spellblasting-potion
241650,Major Discolored Healing Potion,60,70,Common,Potions,inv_potion_40,"Use: Restores 2800 health instantly, however you also suffer 75% of that amount over time.","1x Crystal Vial, 1x Plaguebloom, 1x Murloc Eye",https://www.wowhead.com/forever/item=241650/major-discolored-healing-potion
